0, -1.2, 0, 0, 3.14159, 3.14159, 0, 0, 0, 1
0.1, -0.868457, -3.40508, -1.79596, 2.74097, 3.12934, -0.0681269, -0.893568, 0.107879, 0
0.1, -0.714871, -3.40508, -1.79596, 2.74097, 3.12934, -0.0681269, -0.893568, 0.107879, 2
0.2, -0.614713, 2.89759, -4.83594, 2.7156, 2.79775, -0.144703, -0.637952, 0.152325, 0
0.31, 1.2, 8.25428, 0.24534, 3.32895, 2.54526, -0.1553, 0.445281, 0.252308, 0
0.52, -0.608715, 10.2751, 8.11011, 5.27453, 3.42259, -0.084625, 0.227813, 0.442414, 0
0.73, -0.42179, -4.55464, 4.8917, 5.87518, 4.78778, -0.150173, -0.852075, 0.5, 0
0.1, -0.714871, -3.40508, -1.79596, 2.74097, 3.12934, -0.0681269, -0.893568, 0, 1
0.2, -0.614713, 3.22584, -5.13146, 2.76112, 2.76075, -0.143621, -0.66534, 0.0442784, 0
0.2, -1.13239, 3.22584, -5.13146, 2.76112, 2.76075, -0.143621, -0.66534, 0.0442784, 2
0.3, 1.07334, 6.46595, -0.623117, 3.24571, 2.47302, -0.174635, 0.0450672, 0.165996, 0
0.41, 0.773778, 6.09679, 6.73955, 3.93666, 2.80943, -0.113435, 1.06765, 0.262289, 0
0.62, -0.854456, -9.20105, 4.71031, 3.61071, 4.01166, -0.0583028, -0.542575, 0.401816, 0
0.83, -0.452759, -1.39549, -5.3492, 2.49808, 3.94458, -0.189187, -0.703938, 0.5, 0
0.2, -1.13239, 3.22584, -5.13146, 2.76112, 2.76075, -0.143621, -0.66534, 0, 1
0.3, 1.07334, 7.96678, -1.10041, 3.22763, 2.37924, -0.185041, 0.308508, 0.0406306, 0
0.3, 1.2, 7.96678, -1.10041, 3.22763, 2.37924, -0.185041, 0.308508, 0.0406306, 2
0.4, -1.2, 3.40644, 1.43805, 3.88779, 2.38778, -0.171074, -0.0306447, 0.155169, 0
0.51, 0.497565, -6.32751, 6.32, 3.6836, 2.80722, -0.195843, -0.403572, 0.233233, 0
0.72, -0.633268, -7.3669, 10.409, 2.25493, 4.5617, -0.234959, 0.0859743, 0.284496, 0
0.93, -0.595325, -18.5299, 1.5282, -0.463261, 5.81757, -0.328201, -0.93127, 0.340661, 0
1.14, 1.12898, -2.07653, -17.5293, -2.62639, 4.13919, -0.345458, 0.809846, 0.5, 0
0.3, 1.2, 7.96678, -1.10041, 3.22763, 2.37924, -0.185041, 0.308508, 0, 1
0.4, -1.2, -1.05203, 4.33145, 3.74767, 2.66588, -0.157122, -0.398291, 0.048, 0
0.4, 0.616696, -1.05203, 4.33145, 3.74767, 2.66588, -0.157122, -0.398291, 0.048, 2
0.5, 0.631593, -2.52778, 11.7912, 3.56868, 3.47201, -0.139832, 0.744095, 0.0869612, 0
0.61, -0.68086, -8.92283, 7.03613, 2.93889, 4.50751, -0.107196, -0.150722, 0.134398, 0
0.82, -0.176531, -11.1812, -2.20622, 0.827974, 5.01465, -0.181265, -0.554698, 0.186345, 0
1.03, -0.476347, -14.5168, -2.2784, -1.87032, 4.54376, -0.262921, -0.222972, 0.213442, 0
0.4, 0.616696, -1.05203, 4.33145, 3.74767, 2.66588, -0.157122, -0.398291, 0, 1
0.5, 0.631593, -6.11322, 12.7931, 3.4559, 3.58219, -0.131986, 0.545457, 0.0389575, 0
0.5, -0.0292079, -6.11322, 12.7931, 3.4559, 3.58219, -0.131986, 0.545457, 0.0389575, 2
0.6, -0.264988, -8.09903, 6.9893, 2.74529, 4.57131, -0.11613, -0.228348, 0.042511, 0
0.71, -0.867221, -4.74114, 0.874781, 2.03908, 5.00383, -0.162872, -0.621504, 0.0877371, 0
0.92, 0.312057, -6.26483, -6.18904, 0.883452, 4.44583, -0.240907, -0.121687, 0.17693, 0
1.13, -1.19998, -13.4192, -5.33458, -1.18337, 3.23585, -0.315639, -0.590046, 0.33835, 0
0.5, -0.0292079, -6.11322, 12.7931, 3.4559, 3.58219, -0.131986, 0.545457, 0, 1
0.6, -0.264988, -3.7482, 4.58856, 2.95307, 4.42736, -0.119874, -0.13356, 0.00262705, 0
