jeweils Mittelwert, Streuung
geschachtelte Schleifen:
alpha_pkt: -2:1:2, Zeilensprung
alpha: -Pi:Pi/4:Pi-Pi/4
x_pkt: -0.5:0.25:0.5
x: 0:0.1:0.3

0.0835, 0.00928213, 0.0702, 0.00801052, 0.07175, 0.00785979, 0.0733, 0.00737064, 0.07725, 0.00765627, 
0.0733, 0.00737064, 0.06555, 0.00640292, 0.0647, 0.00575006, 0.0718, 0.00779744, 0.1045, 0.00895309, 
0.0819, 0.00866268, 0.09515, 0.00865281, 0.1053, 0.0167524, 0.078, 0.00711559, 0.07725, 0.00907208, 
0.08345, 0.00762596, 0.06865, 0.00784236, 0.0655, 0.00815959, 0.0889, 0.00733341, 0.0671, 0.00733341, 
0.0616, 0.0061078, 0.05775, 0.00734757, 0.06395, 0.00869044, 0.0694, 0.00798947, 0.0741, 0.00693504, 
0.0679, 0.00772487, 0.07875, 0.00591052, 0.07335, 0.00729293, 0.07255, 0.00762596, 0.0881, 0.00761508, 
0.0741, 0.00693504, 0.0936, 0.0113249, 0.0936, 0.00712593, 0.103, 0.00786732, 0.11075, 0.0113317, 
0.0858, 0.00801052, 0.09125, 0.00762182, 0.08345, 0.00762596, 0.08815, 0.00765214, 0.09515, 0.00855493, 
0.071, 0.00794719, 0.06865, 0.00784236, 0.0819, 0.00693504, 0.0577, 0.00719722, 0.0741, 0.00705542, 
0.0702, 0.00801052, 0.06865, 0.00784236, 0.0702, 0.00801052, 0.06865, 0.00784236, 0.08035, 0.00914374, 
0.0889, 0.00889056, 0.078, 0.00711559, 0.10765, 0.0122486, 0.0936, 0.00891126, 0.0811, 0.0082136, 
0.0866, 0.009439, 0.08815, 0.00765214, 0.0842, 0.00779744, 0.07335, 0.00729293, 0.06395, 0.00482837, 
0.0632, 0.00613532, 0.0577, 0.00731329, 0.0624, 0.0100651, 0.0632, 0.00793128, 0.0499, 0.00647993, 
0.05615, 0.0078892, 0.06865, 0.00784236, 0.0788, 0.01068, 0.08425, 0.010755, 0.0842, 0.00779744, 
0.08035, 0.00774104, 0.1022, 0.00947906, 0.08655, 0.00794372, 0.08815, 0.00915524, 0.1139, 0.00713701, 
0.07875, 0.0033541, 0.08115, 0.00646672, 0.0741, 0.00693504, 0.07485, 0.00646672, 0.07335, 0.00876761, 
0.07875, 0.0061804, 0.0679, 0.00761508, 0.0702, 0.00801052, 0.0616, 0.00791002, 0.07335, 0.00729293, 
0.0686, 0.00788336, 0.07255, 0.00762596, 0.07255, 0.00762596, 0.0671, 0.00733341, 0.0702, 0.00801052, 
0.08655, 0.00794372, 0.10295, 0.00782355, 0.0905, 0.00642774, 0.0897, 0.0132748, 0.0858, 0.0107096, 
0.0975, 0.0098542, 0.08815, 0.00924676, 0.10685, 0.0105645, 0.07955, 0.0087568, 0.0702, 0.00954546, 
0.0663, 0.00857229, 0.0546, 0.0082232, 0.04055, 0.00780334, 0.0562, 0.00782439, 0.0624, 0.00712593, 
0.0772, 0.00950678, 0.078, 0.0102238, 0.09675, 0.00949723, 0.08655, 0.00794372, 0.08815, 0.0105245, 
0.1022, 0.0106504, 0.0936, 0.0101484, 0.09905, 0.0154868, 0.085, 0.00949238, 0.10065, 0.0106784, 
0.0803, 0.00765094, 0.0741, 0.00847225, 0.0827, 0.00737064, 0.0819, 0.00693504, 0.07645, 0.00856846, 
0.07955, 0.0101798, 0.07645, 0.00705225, 0.078, 0.00711559, 0.0772, 0.00604022, 0.0679, 0.00761508, 
0.0764, 0.00715542, 0.0749, 0.00801249, 0.0772, 0.00775683, 0.0827, 0.00901519, 0.08345, 0.00913337, 
0.10455, 0.0152987, 0.1162, 0.0198881, 0.0967, 0.00818278, 0.0858, 0.00801052, 0.07725, 0.0061804, 
0.07875, 0.00786648, 0.0819, 0.00693504, 0.07645, 0.00477356, 0.0624, 0.000502625, 0.05695, 0.00930464, 
0.0507, 0.0083798, 0.0616, 0.00812015, 0.05695, 0.0075007, 0.05305, 0.00793045, 0.06165, 0.00946614, 
0.0686, 0.00926453, 0.07255, 0.00904652, 0.08505, 0.0117584, 0.078, 0.00711559, 0.0928, 0.0093898, 
0.08345, 0.00762596, 0.09905, 0.00921369, 0.0897, 0.00694414, 0.08815, 0.0115224, 0.0905, 0.0108215, 
0.08345, 0.0117181, 0.07255, 0.0115096, 0.08815, 0.0104442, 0.09825, 0.0175615, 0.07335, 0.00729293, 
0.0741, 0.00993611, 0.0733, 0.00901519, 0.08345, 0.00762596, 0.0897, 0.00993717, 0.09675, 0.0109778, 
0.18875, 0.0777573, 0.09905, 0.00912184, 0.09905, 0.00921369, 0.1022, 0.00956749, 0.1022, 0.0107292, 
0.1287, 0.0113606, 0.11385, 0.0103328, 0.11935, 0.010634, 0.1139, 0.00872926, 0.08735, 0.00784236, 
0.1123, 0.0120573, 0.0819, 0.00693504, 0.0819, 0.00693504, 0.07335, 0.00729293, 0.0733, 0.00737064, 
0.08505, 0.00800312, 0.07875, 0.0061804, 0.0663, 0.00694414, 0.0671, 0.00733341, 0.06785, 0.00765214, 
0.0733, 0.00737064, 0.0952, 0.00703076, 0.07485, 0.00646672, 0.08115, 0.00646672, 0.09515, 0.00865281, 
0.09045, 0.0119889, 0.08425, 0.00785979, 0.0936, 0.00891126, 0.09285, 0.00352846, 0.0772, 0.00357771, 
0.085, 0.00794719, 0.06865, 0.00784236, 0.0827, 0.00737064, 0.0741, 0.00693504, 0.0788, 0.00816668, 
0.0663, 0.00694414, 0.07955, 0.0087568, 0.07645, 0.0101798, 0.07955, 0.00681697, 0.0858, 0.00801052, 
0.0772, 0.00604022, 0.0827, 0.00901519, 0.09825, 0.0101405, 0.1014, 0.0107135, 0.09595, 0.0105355, 
0.09985, 0.0078892, 0.12635, 0.0100539, 0.09905, 0.00772198, 0.0975, 0.0098542, 0.0991, 0.0104675, 
0.0811, 0.0082136, 0.07955, 0.00856845, 0.08115, 0.00646672, 0.0694, 0.00798947, 0.07335, 0.00895177, 
0.06705, 0.00736617, 0.0671, 0.00733341, 0.0624, 0.00712593, 0.0585, 0.00847597, 0.05775, 0.0074613, 
0.06475, 0.00762182, 0.1404, 0.0160604, 0.1053, 0.0100216, 0.1014, 0.00946128, 0.1123, 0.00948184, 
0.09515, 0.0100905, 0.0897, 0.00694414, 0.1092, 0.00723733, 0.11155, 0.0104704, 0.11465, 0.0103988, 
0.09985, 0.00953263, 0.10845, 0.00945056, 0.10605, 0.00818519, 0.12715, 0.0249785, 0.0967, 0.00951508, 
0.07255, 0.00762596, 0.08505, 0.00800312, 0.09045, 0.00640292, 0.06945, 0.00794372, 0.0772, 0.0118748, 
0.0733, 0.00737064, 0.08035, 0.00774104, 0.0788, 0.01068, 0.07955, 0.00705225, 0.09205, 0.00708947, 
0.0811, 0.0063652, 0.0749, 0.0063652, 0.0983, 0.00896837, 0.0764, 0.00692364, 0.0874, 0.00788336, 
0.08655, 0.0127505, 0.09205, 0.0174068, 0.08425, 0.016964, 0.07875, 0.0192842, 0.0679, 0.00761508, 
0.05535, 0.00786247, 0.0546, 0.00801577, 0.04525, 0.00472257, 0.04915, 0.00554669, 0.0624, 0.00712593, 
0.06315, 0.0061411, 0.0757, 0.00765094, 0.1287, 0.0201784, 0.1115, 0.00770167, 0.1022, 0.0093898, 
0.09595, 0.0116731, 0.085, 0.00794719, 0.103, 0.00915941, 0.10605, 0.00645205, 0.1061, 0.00810393, 
0.0936, 0.00872021, 0.09515, 0.0100905, 0.0889, 0.00889056, 0.0944, 0.00812015, 0.0866, 0.0118206, 
0.0725, 0.00910465, 0.0749, 0.00971651, 0.07645, 0.00705225, 0.06785, 0.00765214, 0.08425, 0.00941933, 
0.08345, 0.00904652, 0.07645, 0.0111378, 0.07955, 0.00828108, 0.07955, 0.00856846, 0.09285, 0.00948281, 
0.09515, 0.0099222, 0.0866, 0.0107723, 0.08345, 0.00922511, 0.1014, 0.00812015, 0.11075, 0.0132541, 
0.0858, 0.00801052, 0.0741, 0.00693504, 0.085, 0.00949238, 0.08505, 0.00800312, 0.06315, 0.00804118, 
0.0663, 0.022511, 0.0562, 0.011919, 0.0608, 0.0180076, 0.071, 0.0117921, 0.0772, 0.0203537, 
0.0874, 0.00788336, 0.1287, 0.0143714, 0.0811, 0.0082136, 0.1217, 0.0179094, 0.14115, 0.031862, 
0.10845, 0.0287667, 0.09515, 0.055499, 0.0975, 0.0188387, 0.1123, 0.0531077, 0.1022, 0.0137059, 
0.07565, 0.00774104, 0.08505, 0.0199433, 0.09125, 0.0126153, 0.09045, 0.015649, 0.0788, 0.00796439, 
0.08035, 0.00774104, 0.0772, 0.00604022, 0.08505, 0.00945056, 0.07175, 0.0183959, 0.07645, 0.0087568, 
0.0819, 0.0295313, 0.08655, 0.0170956, 0.08425, 0.0128263, 0.071, 0.00794719, 0.08735, 0.00931482, 
0.124, 0.0186519, 0.11545, 0.0137438, 0.09985, 0.00778173, 0.1022, 0.0108074, 0.1193, 0.0382445, 
0.0757, 0.0259272, 0.08735, 0.0227302, 0.08265, 0.0308191, 0.0835, 0.0273005, 0.0663, 0.0143127, 
0.05305, 0.00793045, 0.0702, 0.0300886, 0.07565, 0.0370949, 0.07255, 0.0178693, 0.0975, 0.0532516, 
0.0967, 0.0149529, 0.1139, 0.0244258, 0.092, 0.0174507, 0.0975, 0.0133397, 0.1053, 0.00867604, 
0.0983, 0.0145534, 0.0749, 0.0082136, 0.08655, 0.00948947, 0.0702, 0.00801052, 0.09205, 0.0173614, 
0.0694, 0.00798947, 0.0741, 0.0157243, 0.0757, 0.0176489, 0.07955, 0.00847582, 0.0788, 0.00950678, 
0.08345, 0.00762596, 0.08035, 0.00752732, 0.11385, 0.0492056, 0.09595, 0.0205182, 0.0858, 0.0138054, 
0.11, 0.0198388, 0.1326, 0.053669, 0.12165, 0.008216, 0.11, 0.0205887, 0.11155, 0.0192558, 
0.1248, 0.0100661, 0.1427, 0.0227344, 0.1295, 0.0233114, 0.1217, 0.0234164, 0.0897, 0.0122865, 
0.0889, 0.0113132, 0.0866, 0.0106938, 0.1201, 0.0545111, 0.07565, 0.0216315, 0.07725, 0.00942491, 
0.0772, 0.00630455, 0.10295, 0.00947837, 0.0679, 0.00761508, 0.08345, 0.00762596, 0.0811, 0.0063652, 
0.09595, 0.0127753, 0.07955, 0.00477356, 0.07725, 0.00765627, 0.0998, 0.00782439, 0.11545, 0.0138049, 
