0, -0.540146, 0, 0, 3.14159, 3.14159, 0, 0, 0, 1
0.1, -0.401486, -1.63632, -0.683713, 2.95467, 3.14333, -0.0309283, -0.408945, 0.022327, 0
0.1, -0.886027, -1.63632, -0.683713, 2.95467, 3.14333, -0.0309283, -0.408945, 0.022327, 2
0.2, -0.821255, -1.64458, -2.7127, 2.79063, 2.97351, -0.0966661, -0.905812, 0.0953022, 0
0.31, 0.926793, 6.62053, -2.06911, 3.0643, 2.71051, -0.134936, 0.209997, 0.179639, 0
0.52, -0.258451, 8.7625, -0.0364494, 4.67952, 2.48942, -0.0718882, 0.390458, 0.276842, 0
0.73, -0.270304, -5.31835, 1.55675, 5.04116, 2.64906, -0.0898168, -0.561206, 0.291528, 0
0.1, -0.886027, -1.63632, -0.683713, 2.95467, 3.14333, -0.0309283, -0.408945, 0, 1
0.2, -0.821255, -0.42553, -3.27054, 2.77858, 2.95333, -0.100575, -0.806864, 0.0729052, 0
0.2, -1.08051, -0.42553, -3.27054, 2.77858, 2.95333, -0.100575, -0.806864, 0.0729052, 2
0.3, -1.19633, -0.0698921, -3.65057, 2.75381, 2.60727, -0.199784, -1.17732, 0.202841, 0
0.41, 1.02267, 6.825, 0.804432, 3.12534, 2.45073, -0.259474, 0.0920368, 0.339079, 0
0.62, -0.133003, 11.559, 8.43858, 5.05566, 3.42125, -0.186311, 0.604753, 0.450751, 0
0.83, -0.671807, -1.32571, 5.3148, 6.13016, 4.86535, -0.213, -0.858937, 0.499998, 0
0.2, -1.08051, -0.42553, -3.27054, 2.77858, 2.95333, -0.100575, -0.806864, 0, 1
0.3, -1.19633, 0.0539069, -3.42765, 2.76476, 2.58114, -0.201556, -1.13246, 0.129712, 0
0.3, -1.1935, 0.0539069, -3.42765, 2.76476, 2.58114, -0.201556, -1.13246, 0.129712, 2
0.4, -0.846875, 1.24023, -0.981646, 2.82947, 2.36067, -0.308529, -1.00702, 0.236794, 0
0.51, 1.09868, 6.11733, 5.15889, 3.23413, 2.59042, -0.34677, 0.311726, 0.34263, 0
0.72, -0.332205, 4.79535, 13.488, 4.37996, 4.54834, -0.270396, 0.415653, 0.480963, 0
0.93, -0.265942, -8.18355, 0.571742, 4.0242, 6.02461, -0.292172, -0.62305, 0.499977, 0
0.3, -1.1935, 0.0539069, -3.42765, 2.76476, 2.58114, -0.201556, -1.13246, 0, 1
0.4, -0.846875, 1.45667, -0.902003, 2.82493, 2.35612, -0.310069, -0.968049, 0.10508, 0
0.4, -1.19995, 1.45667, -0.902003, 2.82493, 2.35612, -0.310069, -0.968049, 0.10508, 2
0.5, 0.423668, 3.73662, 3.69932, 3.08459, 2.49598, -0.374476, -0.320109, 0.186049, 0
0.61, 0.291144, 3.09127, 9.37794, 3.46013, 3.21523, -0.366313, 0.468533, 0.200583, 0
0.82, 0.425626, -0.253143, 11.6233, 3.75813, 5.42037, -0.284729, 0.308457, 0.228505, 0
1.03, 0.0132877, -0.721566, 7.39437, 3.65579, 7.41723, -0.233534, 0.179115, 0.247545, 0
0.4, -1.19995, 1.45667, -0.902003, 2.82493, 2.35612, -0.310069, -0.968049, 0, 1
0.5, 0.423668, 5.73514, 2.78241, 3.10663, 2.43663, -0.381266, -0.148216, 0.0370333, 0
0.5, -0.148254, 5.73514, 2.78241, 3.10663, 2.43663, -0.381266, -0.148216, 0.0370333, 2
0.6, 1.00116, 1.79927, 11.0053, 3.48311, 3.12619, -0.36408, 0.493686, 0.0862484, 0
0.71, 1.2, 3.46723, 10.7819, 3.77306, 4.32734, -0.270957, 1.2, 0.218184, 0
0.92, -0.644661, 3.82181, 5.09522, 4.54084, 5.99501, -0.159694, -0.140075, 0.410536, 0
1.13, -0.477597, 9.36801, 16.56, 5.92619, 8.26898, -0.253355, -0.751939, 0.475395, 0
1.34, 0.183723, 6.34338, 16.7427, 7.57615, 11.7654, -0.318944, 0.127284, 0.5, 0
0.5, -0.148254, 5.73514, 2.78241, 3.10663, 2.43663, -0.381266, -0.148216, 0, 1
0.6, 1.00116, 1.90007, 11.3971, 3.52082, 3.11582, -0.367514, 0.583255, 0.0291961, 0
0.6, 1.19999, 1.90007, 11.3971, 3.52082, 3.11582, -0.367514, 0.583255, 0.0291961, 2
0.7, 1.06983, 2.89539, 11.9951, 3.76059, 4.28543, -0.278369, 1.19963, 0.158422, 0
0.81, 0.428734, 3.42913, 5.95455, 4.10844, 5.27266, -0.175242, 0.675417, 0.231482, 0
1.02, -0.976517, 4.2807, 11.4799, 4.91797, 7.10328, -0.178264, -0.704201, 0.350909, 0
1.23, -0.682882, 18.0759, 18.0753, 7.26541, 10.2066, -0.345297, -0.886587, 0.5, 0
0.6, 1.19999, 1.90007, 11.3971, 3.52082, 3.11582, -0.367514, 0.583255, 0, 1
0.7, 1.06983, 4.7877, 8.70433, 3.7321, 4.31558, -0.273174, 1.06811, 0.128944, 0
0.7, 1.19818, 4.7877, 8.70433, 3.7321, 4.31558, -0.273174, 1.06811, 0.128944, 2
0.8, 0.618519, 5.05173, 3.3583, 4.22407, 4.91871, -0.175288, 0.889609, 0.219854, 0
0.91, 0.00902325, -2.33762, 3.00519, 4.37335, 5.2687, -0.114297, 0.219322, 0.2409, 0
1.12, -1.11069, 7.60681, 18.9805, 4.92661, 7.5772, -0.185762, -0.899936, 0.37044, 0
1.33, -0.0163483, 20.3844, 4.51169, 7.8657, 10.0439, -0.323413, -0.411027, 0.5, 0
0.7, 1.19818, 4.7877, 8.70433, 3.7321, 4.31558, -0.273174, 1.06811, 0, 1
0.8, 0.618519, 3.41156, 3.76955, 4.24774, 4.86354, -0.172497, 0.818933, 0.0853103, 0
0.8, 1.05985, 3.41156, 3.76955, 4.24774, 4.86354, -0.172497, 0.818933, 0.0853103, 2
0.9, 1.2, 1.7725, -0.341106, 4.51548, 4.99296, -0.0709593, 1.2, 0.192011, 0
1.01, 0.46658, -5.99839, -0.468885, 4.34648, 4.9137, 0.045523, 0.83793, 0.271153, 0
1.22, -1.2, 5.80696, 20.2652, 4.32638, 6.97674, 0.0379918, -0.921954, 0.41437, 0
1.43, -0.115011, 23.4449, 0.34924, 7.40091, 9.14455, -0.115568, -0.511423, 0.427002, 0
0.8, 1.05985, 3.41156, 3.76955, 4.24774, 4.86354, -0.172497, 0.818933, 0, 1
0.9, 1.2, -0.0226142, 0.940773, 4.45746, 5.06289, -0.0717866, 1.12988, 0.127837, 0
0.9, -1.2, -0.0226142, 0.940773, 4.45746, 5.06289, -0.0717866, 1.12988, 0.127837, 2
1, -0.695009, -13.4105, 3.11924, 3.7858, 5.26589, -0.0748535, -1.19122, 0.223989, 0
1.11, -1.10014, -7.31683, -12.0234, 2.6458, 4.77616, -0.187088, -0.84941, 0.317123, 0
1.32, 0.728959, 4.7492, -13.4002, 2.3762, 2.10668, -0.264169, 0.115311, 0.5, 0
0.9, -1.2, -0.0226142, 0.940773, 4.45746, 5.06289, -0.0717866, 1.12988, 0, 1
1, -0.695009, -10.8595, 1.32106, 3.71436, 5.49225, -0.0945203, -0.693326, 0.0919016, 0
1, -1.2, -10.8595, 1.32106, 3.71436, 5.49225, -0.0945203, -0.693326, 0.0919016, 2
1.1, -0.908782, -15.8842, -10.6266, 2.37717, 5.02697, -0.184024, -1.09675, 0.205196, 0
1.21, 1.19998, -12.5425, -14.7209, 0.813705, 3.63287, -0.22513, 0.349368, 0.329816, 0
1.42, 0.300682, 4.53786, -4.90508, -0.0267825, 1.57214, -0.0905781, 0.93208, 0.490503, 0
1.63, 0.005825, 21.2817, -18.0249, 2.68427, -0.835511, -0.0136864, -0.199778, 0.5, 0
1, -1.2, -10.8595, 1.32106, 3.71436, 5.49225, -0.0945203, -0.693326, 0, 1
1.1, -0.908782, -15.6471, -17.1239, 2.17349, 4.68338, -0.188858, -0.97437, 0.111881, 0
1.1, -1.2, -15.6471, -17.1239, 2.17349, 4.68338, -0.188858, -0.97437, 0.111881, 2
1.2, 1.2, -5.72565, -12.4204, 0.951692, 3.27553, -0.231774, 0.106441, 0.254073, 0
1.31, 0.900935, 7.22469, -6.38843, 1.02382, 2.24664, -0.159932, 1.2, 0.377005, 0
1.52, 0.103342, -22.5917, 23.4894, -0.589707, 4.04226, -0.0144402, 0.185703, 0.448879, 0
1.73, 0.846732, -17.9543, 18.3159, -4.84675, 8.43157, 0.0687274, 0.606287, 0.5, 0
1.1, -1.2, -15.6471, -17.1239, 2.17349, 4.68338, -0.188858, -0.97437, 0, 1
1.2, 1.2, 5.43861, -8.91384, 1.71007, 3.26909, -0.240987, 0.345336, 0.048, 0
1.2, -1.2, 5.43861, -8.91384, 1.71007, 3.26909, -0.240987, 0.345336, 0.048, 2
1.3, 1.2, -2.29972, -6.85034, 0.782789, 2.77071, -0.278943, -0.938644, 0.149037, 0
1.41, 0.867417, -19.2337, 17.1679, -0.710145, 3.59478, -0.254308, 1.2, 0.252985, 0
1.62, -1.2, -23.0621, -15.7248, -5.04223, 3.66242, -0.215382, -1.05222, 0.366659, 0
1.2, -1.2, 5.43861, -8.91384, 1.71007, 3.26909, -0.240987, 0.345336, 0, 1
1.3, 1.2, 14.807, -10.5851, 3.07479, 1.71407, -0.245132, 0.45029, 0.048, 0
1.3, -1.2, 14.807, -10.5851, 3.07479, 1.71407, -0.245132, 0.45029, 0.048, 2
1.4, 1.2, -25, 18.8242, 0.247571, 3.41502, -0.23906, 0.375038, 0.177146, 0
1.51, 0.726172, -22.6129, 1.00179, -2.40289, 4.13628, -0.171113, 1.2, 0.239466, 0
1.72, 1.2, -9.55623, -16.4466, -3.73956, 2.36873, 0.0418979, 0.937364, 0.302235, 0
1.93, 0.925323, -16.6424, 12.0131, -4.44933, 1.75736, 0.254509, 1.2, 0.415123, 0
2.14, -1.06239, -12.0242, 3.7265, -5.41824, 3.26417, 0.309858, -0.56037, 0.5, 0
1.3, -1.2, 14.807, -10.5851, 3.07479, 1.71407, -0.245132, 0.45029, 0, 1
1.4, 1.2, 14.8729, 3.89896, 4.15645, 1.33015, -0.245462, 0.458636, 0.048, 0
1.4, -1.2, 14.8729, 3.89896, 4.15645, 1.33015, -0.245462, 0.458636, 0.048, 2
1.5, 1.2, -25, 17.3889, 0.635373, 3.93469, -0.273279, -1.2, 0.460845, 0
1.61, -0.523855, -16.7888, 25, -1.78153, 6.31334, -0.306186, 0.663102, 0.5, 0
1.82, -0.405655, 23.7276, -17.6303, -1.16975, 7.15313, -0.338757, -0.97574, 0.5, 0
2.03, 1.01135, -25, -8.68769, -1.6435, 4.31852, -0.348634, 0.882483, 0.468591, 0
1.4, -1.2, 14.8729, 3.89896, 4.15645, 1.33015, -0.245462, 0.458636, 0, 1
1.5, 1.2, 3.4534, 0.50523, 5.08818, 1.61992, -0.245488, 0.459301, 0.048, 0
1.5, -1.02573, 3.4534, 0.50523, 5.08818, 1.61992, -0.245488, 0.459301, 0.048, 2
1.6, -1.2, 18.6333, 18.2222, 2.73549, 5.98273, -0.357045, -1.11292, 0.47363, 0
1.71, -0.56307, -7.2348, 25, 3.86328, 8.27017, -0.353267, -0.921168, 0.427813, 0
1.92, -1.2, -11.6528, -17.9397, 2.17625, 8.883, -0.35118, -1.2, 0.462791, 0
1.5, -1.02573, 3.4534, 0.50523, 5.08818, 1.61992, -0.245488, 0.459301, 0, 1
1.6, -1.2, 7.4114, 5.57543, 5.70838, 2.00495, -0.2984, -1.01854, 0.1241, 0
1.6, 1.2, 7.4114, 5.57543, 5.70838, 2.00495, -0.2984, -1.01854, 0.1241, 2
1.7, 0.682432, -21.7066, 11.4003, 4.77421, 3.0342, -0.292227, 1.2, 0.225201, 0
1.81, 0.816089, -16.0124, 17.4715, 2.73566, 4.58896, -0.188755, 0.673919, 0.287175, 0
2.02, 1.17547, 25, -25, 3.68987, 3.78771, 0.0018751, 1.14161, 0.5, 0
1.6, 1.2, 7.4114, 5.57543, 5.70838, 2.00495, -0.2984, -1.01854, 0, 1
1.7, 0.682432, -7.41261, 2.4531, 5.4397, 2.3268, -0.271931, 0.694177, 0.0908211, 0
1.7, -1.2, -7.41261, 2.4531, 5.4397, 2.3268, -0.271931, 0.694177, 0.0908211, 2
1.8, 1.05656, -6.54688, 11.8764, 4.74173, 3.04328, -0.245301, -0.161576, 0.218637, 0
1.91, 0.309136, -12.086, 11.7502, 3.71692, 4.34274, -0.209013, 0.821349, 0.28529, 0
2.12, -0.38603, 2.12804, -8.81612, 2.67133, 4.65082, -0.16773, -0.428181, 0.310971, 0
1.7, -1.2, -7.41261, 2.4531, 5.4397, 2.3268, -0.271931, 0.694177, 0, 1
1.8, 1.05656, -9.10358, 6.0251, 4.70088, 2.59649, -0.266959, 0.386743, 0.0429481, 0
1.8, -0.495239, -9.10358, 6.0251, 4.70088, 2.59649, -0.266959, 0.386743, 0.0429481, 2
1.9, 0.92094, -14.5252, 8.7796, 3.51944, 3.33672, -0.238, 0.19245, 0.0976177, 0
2.01, 1.19415, -12.7022, 7.58574, 2.02193, 4.23682, -0.161446, 1.19944, 0.222694, 0
2.22, -0.0563899, 9.23293, -13.9912, 1.65766, 3.56424, -0.00578404, 0.283055, 0.372757, 0
1.8, -0.495239, -9.10358, 6.0251, 4.70088, 2.59649, -0.266959, 0.386743, 0, 1
1.9, 0.92094, -17.3603, 15.7344, 3.11278, 3.84074, -0.249207, 0.476179, 0.0212435, 0
1.9, 1.2, -17.3603, 15.7344, 3.11278, 3.84074, -0.249207, 0.476179, 0.0212435, 2
2, -1.02423, 12.3154, -2.10853, 5.70121, 6.99829, -0.113518, -0.18466, 0.0138969, 0
2.11, 0.172428, 20.6525, 23.4894, 9.28263, 9.01612, -0.14272, -1.2, 0.00114874, 0
2.32, 1.2, 24.6568, 7.53285, 13.2922, 14.7922, -0.0693176, 1.02891, 0, 0
2.53, -1.17341, 25, -25, 21.1803, 12.2096, 0.0775865, -0.500487, 0, 0
2.74, -1.2, 25, -25, 33.3155, 1.95094, -0.38, -1.2, 0, 0
1.9, 1.2, -17.3603, 15.7344, 3.11278, 3.84074, -0.249207, 0.476179, 0, 1
2, -1.02423, -14.9321, -4.37849, 1.90594, 4.40721, -0.210822, -0.273091, 0.0419989, 0
